cellId	SMTS	SMTSD
GTEX-11H98-0326-SM-5HL4S	Muscle	Muscle - Skeletal
GTEX-1JN1M-0526-SM-CJI3D	Muscle	Muscle - Skeletal
GTEX-13FTY-0226-SM-5IJBW	Muscle	Muscle - Skeletal
GTEX-111CU-2026-SM-5GZZC	Muscle	Muscle - Skeletal
GTEX-1I19N-2026-SM-ACKXJ	Muscle	Muscle - Skeletal
GTEX-1PPH8-0326-SM-E76PR	Muscle	Muscle - Skeletal
GTEX-1399T-2426-SM-5L3FJ	Muscle	Muscle - Skeletal
GTEX-ZVT3-0526-SM-5GIE9	Muscle	Muscle - Skeletal
GTEX-11NSD-2026-SM-5HL5U	Muscle	Muscle - Skeletal
GTEX-16YQH-0426-SM-7KUL7	Muscle	Muscle - Skeletal
GTEX-WOFL-0626-SM-3MJG3	Muscle	Muscle - Skeletal
GTEX-1RQED-0426-SM-E6CJP	Muscle	Muscle - Skeletal
GTEX-1H23P-0526-SM-9WG6S	Muscle	Muscle - Skeletal
GTEX-X4EO-0526-SM-3P5Z3	Muscle	Muscle - Skeletal
GTEX-12WSN-2526-SM-5LZU8	Muscle	Muscle - Skeletal
GTEX-183FY-0226-SM-7LG54	Muscle	Muscle - Skeletal
GTEX-131XW-0326-SM-5KM1J	Muscle	Muscle - Skeletal
GTEX-133LE-2026-SM-5K7WM	Muscle	Muscle - Skeletal
GTEX-1C2JI-2126-SM-793CG	Muscle	Muscle - Skeletal
GTEX-12WSG-5016-SM-7SB84	Muscle	Muscle - Skeletal
GTEX-TKQ2-0826-SM-33HB6	Muscle	Muscle - Skeletal
GTEX-1A8G6-0126-SM-7DUFY	Muscle	Muscle - Skeletal
GTEX-13FTZ-2226-SM-5LZXI	Muscle	Muscle - Skeletal
GTEX-1212Z-2626-SM-5YY8P	Muscle	Muscle - Skeletal
GTEX-1C6VR-2526-SM-7DHMT	Muscle	Muscle - Skeletal
GTEX-14E1K-2326-SM-664MP	Muscle	Muscle - Skeletal
GTEX-15RIE-2426-SM-7KUDS	Muscle	Muscle - Skeletal
GTEX-1RAZQ-0426-SM-DTXFQ	Muscle	Muscle - Skeletal
GTEX-1PIEJ-0326-SM-EVYB5	Muscle	Muscle - Skeletal
GTEX-RTLS-0526-SM-2TF64	Muscle	Muscle - Skeletal
GTEX-WRHK-1626-SM-3MJFH	Muscle	Muscle - Skeletal
GTEX-P44H-0426-SM-2XCEZ	Muscle	Muscle - Skeletal
GTEX-1HKZK-0226-SM-9WYUG	Muscle	Muscle - Skeletal
GTEX-ZYFD-0326-SM-5NQ8I	Muscle	Muscle - Skeletal
GTEX-13O3P-0626-SM-5L3D5	Muscle	Muscle - Skeletal
GTEX-1B8SG-0326-SM-73KXW	Muscle	Muscle - Skeletal
GTEX-WY7C-2526-SM-3NB2N	Muscle	Muscle - Skeletal
GTEX-1CB4H-0426-SM-7MXTL	Muscle	Muscle - Skeletal
GTEX-T2IS-2626-SM-32QPP	Muscle	Muscle - Skeletal
GTEX-148VJ-0326-SM-5QGQE	Muscle	Muscle - Skeletal
GTEX-1PPH7-2526-SM-E76OJ	Muscle	Muscle - Skeletal
GTEX-13FTW-2326-SM-5K7YS	Muscle	Muscle - Skeletal
GTEX-1HB9E-0326-SM-D3LA5	Muscle	Muscle - Skeletal
GTEX-Y8E4-1026-SM-4VBQ5	Muscle	Muscle - Skeletal
GTEX-QVUS-0226-SM-3GIJY	Muscle	Muscle - Skeletal
GTEX-WWTW-0626-SM-4MVNS	Muscle	Muscle - Skeletal
GTEX-113JC-2726-SM-5EGIS	Muscle	Muscle - Skeletal
GTEX-139T6-2026-SM-5IFFL	Muscle	Muscle - Skeletal
GTEX-13FHO-0726-SM-5IJDG	Muscle	Muscle - Skeletal
GTEX-13X6H-2326-SM-7EWEB	Muscle	Muscle - Skeletal
GTEX-1C64N-0326-SM-7P8QC	Muscle	Muscle - Skeletal
GTEX-14JG6-2126-SM-6EU2F	Muscle	Muscle - Skeletal
GTEX-1F5PL-0426-SM-7P8PR	Muscle	Muscle - Skeletal
GTEX-1HFI6-0426-SM-B2LXB	Muscle	Muscle - Skeletal
GTEX-1P4AB-0326-SM-EXUT3	Muscle	Muscle - Skeletal
GTEX-15SHU-0626-SM-7KUFH	Muscle	Muscle - Skeletal
GTEX-P78B-1626-SM-5SI85	Muscle	Muscle - Skeletal
GTEX-S32W-2326-SM-2XCAW	Muscle	Muscle - Skeletal
GTEX-TKQ1-1426-SM-4GICK	Muscle	Muscle - Skeletal
GTEX-15UF7-2226-SM-6PAMQ	Muscle	Muscle - Skeletal
GTEX-ZV68-0526-SM-59HKI	Muscle	Muscle - Skeletal
GTEX-1269C-2626-SM-5EQ5C	Muscle	Muscle - Skeletal
GTEX-U3ZN-2226-SM-3DB88	Muscle	Muscle - Skeletal
GTEX-1CAMQ-0326-SM-7MXUI	Muscle	Muscle - Skeletal
GTEX-144FL-0326-SM-5O99O	Muscle	Muscle - Skeletal
GTEX-ZYY3-0526-SM-5E45G	Muscle	Muscle - Skeletal
GTEX-WZTO-0826-SM-3NM8Q	Muscle	Muscle - Skeletal
GTEX-X4XY-0626-SM-4E3IN	Muscle	Muscle - Skeletal
GTEX-1CAMR-1726-SM-793CU	Muscle	Muscle - Skeletal
GTEX-1AX9J-0126-SM-73KY2	Muscle	Muscle - Skeletal
GTEX-12696-2826-SM-5FQTY	Muscle	Muscle - Skeletal
GTEX-15SKB-2526-SM-6PALP	Muscle	Muscle - Skeletal
GTEX-1399R-2326-SM-5PNYT	Blood Vessel	Artery - Tibial
GTEX-1M5QR-2026-SM-DKPQL	Blood Vessel	Artery - Tibial
GTEX-13W46-0626-SM-5LU3N	Blood Vessel	Artery - Tibial
GTEX-OHPM-0426-SM-3TW8V	Blood Vessel	Artery - Aorta
GTEX-1HBPN-0426-SM-ACKX8	Blood Vessel	Artery - Tibial
GTEX-1CB4E-0426-SM-7PBY5	Blood Vessel	Artery - Aorta
GTEX-PSDG-0826-SM-48TCZ	Blood Vessel	Artery - Coronary
GTEX-1128S-2526-SM-5H11N	Blood Vessel	Artery - Tibial
GTEX-XPVG-0226-SM-EVYAQ	Blood Vessel	Artery - Aorta
GTEX-1S82Y-2426-SM-E9U6N	Blood Vessel	Artery - Tibial
GTEX-12584-0426-SM-5FQTT	Blood Vessel	Artery - Tibial
GTEX-1R9PO-2526-SM-EVYBT	Blood Vessel	Artery - Tibial
GTEX-13U4I-0926-SM-5LU5A	Blood Vessel	Artery - Coronary
GTEX-1KANA-0326-SM-CXKY8	Blood Vessel	Artery - Tibial
GTEX-1IL2U-0626-SM-CE6TA	Blood Vessel	Artery - Tibial
GTEX-13OW8-1626-SM-5L3HW	Blood Vessel	Artery - Tibial
GTEX-1JN1M-0926-SM-D4P2V	Blood Vessel	Artery - Coronary
GTEX-VJWN-0626-SM-3NMAN	Blood Vessel	Artery - Tibial
GTEX-13FH7-2326-SM-5KM1E	Blood Vessel	Artery - Tibial
GTEX-14C39-2626-SM-5S2QD	Blood Vessel	Artery - Tibial
GTEX-ZLWG-2426-SM-57WG6	Blood Vessel	Artery - Tibial
GTEX-1QP6S-0626-SM-E8VN4	Blood Vessel	Artery - Tibial
GTEX-XPT6-0426-SM-4B672	Blood Vessel	Artery - Coronary
GTEX-1EN7A-0926-SM-7P8RZ	Blood Vessel	Artery - Coronary
GTEX-1HB9E-0926-SM-COH3D	Blood Vessel	Artery - Aorta
GTEX-1GN73-0526-SM-9WG68	Blood Vessel	Artery - Tibial
GTEX-13PVR-2726-SM-5SI6H	Blood Vessel	Artery - Tibial
GTEX-1QP28-0426-SM-E8VOL	Blood Vessel	Artery - Tibial
GTEX-P4PP-1826-SM-2S1NT	Blood Vessel	Artery - Tibial
GTEX-13OVK-1726-SM-7KUE9	Blood Vessel	Artery - Tibial
GTEX-WY7C-1526-SM-4OND2	Blood Vessel	Artery - Coronary
GTEX-1R9K4-1126-SM-E9J4G	Blood Vessel	Artery - Coronary
GTEX-1CB4E-2026-SM-7PC2V	Blood Vessel	Artery - Tibial
GTEX-RNOR-0426-SM-2TF4U	Blood Vessel	Artery - Tibial
GTEX-11EQ8-0426-SM-5N9DP	Blood Vessel	Artery - Tibial
GTEX-ZV7C-0426-SM-51MQY	Blood Vessel	Artery - Coronary
GTEX-12KS4-0626-SM-5PNY4	Blood Vessel	Artery - Aorta
GTEX-R53T-2026-SM-3GIJF	Blood Vessel	Artery - Tibial
GTEX-1RLM8-0526-SM-E8VOK	Blood Vessel	Artery - Aorta
GTEX-ZG7Y-0126-SM-4WWEX	Blood Vessel	Artery - Aorta
GTEX-ZE9C-0726-SM-4WKGA	Blood Vessel	Artery - Aorta
GTEX-131YS-0426-SM-5EQ4J	Blood Vessel	Artery - Tibial
GTEX-NFK9-1326-SM-3LK5I	Blood Vessel	Artery - Aorta
GTEX-11TT1-2726-SM-5LU8L	Blood Vessel	Artery - Tibial
GTEX-14PJ5-1926-SM-6LLIM	Blood Vessel	Artery - Tibial
GTEX-1GMR8-0526-SM-7SB8Y	Blood Vessel	Artery - Tibial
GTEX-17KNJ-2526-SM-7DUFR	Blood Vessel	Artery - Tibial
GTEX-14BMU-2426-SM-5RQIJ	Blood Vessel	Artery - Tibial
GTEX-1N2EE-0226-SM-EYYX5	Blood Vessel	Artery - Tibial
GTEX-UPJH-0726-SM-4IHJW	Blood Vessel	Artery - Tibial
GTEX-11TT1-1526-SM-5EQKU	Blood Vessel	Artery - Coronary
GTEX-12696-0426-SM-5EGL5	Blood Vessel	Artery - Aorta
GTEX-1C475-2126-SM-7PBXU	Blood Vessel	Artery - Tibial
GTEX-1GMRU-0526-SM-7PBZE	Blood Vessel	Artery - Tibial
GTEX-1IDJV-0526-SM-COH41	Blood Vessel	Artery - Tibial
GTEX-18D9U-0926-SM-731AZ	Blood Vessel	Artery - Tibial
GTEX-ZA64-0126-SM-5HL8Z	Blood Vessel	Artery - Aorta
GTEX-1497J-1026-SM-5NQAV	Blood Vessel	Artery - Aorta
GTEX-QXCU-0226-SM-2TC5W	Blood Vessel	Artery - Tibial
GTEX-1HCU9-0526-SM-CGQFP	Blood Vessel	Artery - Aorta
GTEX-1J1R8-0826-SM-ACKWP	Blood Vessel	Artery - Aorta
GTEX-13VXT-1026-SM-5LU37	Blood Vessel	Artery - Coronary
GTEX-S4Q7-1326-SM-4AD74	Blood Vessel	Artery - Tibial
GTEX-R55G-0626-SM-48FDB	Blood Vessel	Artery - Aorta
GTEX-1R9K5-1426-SM-DTX9F	Blood Vessel	Artery - Aorta
GTEX-PVOW-1426-SM-EZ6LO	Blood Vessel	Artery - Aorta
GTEX-ZDYS-0126-SM-5HL6X	Blood Vessel	Artery - Coronary
GTEX-1JJEA-0726-SM-CYPSN	Blood Vessel	Artery - Aorta
GTEX-YECK-1326-SM-4W1ZF	Blood Vessel	Artery - Aorta
GTEX-1IDJF-0926-SM-ARL85	Blood Vessel	Artery - Aorta
GTEX-14PJ6-1226-SM-6LLHJ	Blood Vessel	Artery - Coronary
GTEX-ZAB4-0726-SM-5HL8I	Blood Vessel	Artery - Coronary
GTEX-13CF3-0626-SM-5J1NO	Blood Vessel	Artery - Coronary
GTEX-16XZZ-0426-SM-793BW	Blood Vessel	Artery - Tibial
GTEX-13NYS-0526-SM-5J1OF	Blood Vessel	Artery - Tibial
GTEX-1HSKV-0526-SM-COH38	Blood Vessel	Artery - Tibial
GTEX-1AX9J-0726-SM-7PC2E	Blood Vessel	Artery - Aorta
GTEX-11UD2-1126-SM-5EQM6	Blood Vessel	Artery - Coronary
GTEX-P44H-1026-SM-3NM96	Blood Vessel	Artery - Aorta
GTEX-ZUA1-0626-SM-4YCCW	Blood Vessel	Artery - Tibial
GTEX-1122O-0426-SM-5H12G	Blood Vessel	Artery - Coronary
GTEX-11ZUS-0526-SM-59884	Blood Vessel	Artery - Coronary
GTEX-1A32A-1726-SM-731BW	Blood Vessel	Artery - Coronary
GTEX-S341-2026-SM-2XCAA	Blood Vessel	Artery - Tibial
GTEX-1I6K6-0526-SM-B2LVZ	Blood Vessel	Artery - Tibial
GTEX-WYVS-0426-SM-4ONDL	Blood Vessel	Artery - Aorta
GTEX-SNOS-1726-SM-32PLN	Blood Vessel	Artery - Tibial
GTEX-14PN3-0426-SM-6LLIY	Blood Vessel	Artery - Coronary
GTEX-X4EO-1026-SM-4QARP	Blood Vessel	Artery - Aorta
GTEX-RU72-0226-SM-46MUD	Blood Vessel	Artery - Coronary
GTEX-1AX9J-0426-SM-7MGVQ	Blood Vessel	Artery - Tibial
GTEX-1GMR3-2326-SM-7SB94	Blood Vessel	Artery - Tibial
GTEX-13QBU-0126-SM-5LU3V	Blood Vessel	Artery - Coronary
GTEX-Y114-2726-SM-E9J3X	Blood Vessel	Artery - Tibial
GTEX-ZTPG-0426-SM-5O98K	Blood Vessel	Artery - Tibial
GTEX-QLQW-1526-SM-2S1QV	Blood Vessel	Artery - Tibial
GTEX-WHWD-0226-SM-4OORT	Blood Vessel	Artery - Coronary
GTEX-PW2O-0426-SM-48TCC	Blood Vessel	Artery - Aorta
GTEX-XXEK-0726-SM-4BRWF	Blood Vessel	Artery - Aorta
GTEX-Y5LM-2326-SM-5S2NK	Blood Vessel	Artery - Tibial
GTEX-13PL7-2126-SM-5L3HZ	Blood Vessel	Artery - Tibial
GTEX-N7MT-1426-SM-3LK5M	Blood Vessel	Artery - Aorta
GTEX-QMRM-0426-SM-4R1K2	Blood Vessel	Artery - Coronary
GTEX-XAJ8-1226-SM-47JYS	Blood Vessel	Artery - Tibial
GTEX-ZYW4-0426-SM-5GZYS	Blood Vessel	Artery - Tibial
GTEX-13FTX-2226-SM-5J1OP	Blood Vessel	Artery - Tibial
GTEX-1MUQO-0426-SM-E9J2Z	Blood Vessel	Artery - Tibial
GTEX-132Q8-0526-SM-5IJBQ	Blood Vessel	Artery - Tibial
GTEX-12ZZY-0526-SM-5EQ5H	Blood Vessel	Artery - Tibial
GTEX-1PIIG-0626-SM-E8VMI	Blood Vessel	Artery - Tibial
GTEX-1EWIQ-0526-SM-7PBYV	Blood Vessel	Artery - Tibial
GTEX-14E1K-2526-SM-5ZZWA	Blood Vessel	Artery - Tibial
GTEX-1B932-0426-SM-73KX4	Blood Vessel	Artery - Tibial
GTEX-QDT8-0426-SM-32PKZ	Blood Vessel	Artery - Tibial
GTEX-XV7Q-0626-SM-4BRV5	Blood Vessel	Artery - Coronary
GTEX-ZAB4-0526-SM-5HL7Z	Blood Vessel	Artery - Aorta
GTEX-RUSQ-1926-SM-2TF6K	Blood Vessel	Artery - Tibial
GTEX-SN8G-0526-SM-32PLE	Blood Vessel	Artery - Tibial
GTEX-1C2JI-1926-SM-73KXO	Blood Vessel	Artery - Tibial
GTEX-WHSE-1126-SM-3NMBU	Blood Vessel	Artery - Tibial
GTEX-1H3VY-1326-SM-9WPOA	Blood Vessel	Artery - Coronary
GTEX-15ER7-2026-SM-793B8	Blood Vessel	Artery - Aorta
GTEX-13X6H-0126-SM-5QGOS	Blood Vessel	Artery - Aorta
GTEX-1J8QM-0126-SM-D3L9A	Blood Vessel	Artery - Aorta
GTEX-1IL2U-1126-SM-COH3Q	Blood Vessel	Artery - Coronary
GTEX-1QAET-2526-SM-E9J3R	Blood Vessel	Artery - Tibial
GTEX-1GN2E-0626-SM-9MQJR	Blood Vessel	Artery - Tibial
GTEX-13X6K-0526-SM-5LU51	Blood Vessel	Artery - Tibial
GTEX-OIZG-0426-SM-3LK5W	Blood Vessel	Artery - Aorta
GTEX-1RQEC-0226-SM-E9J3V	Blood Vessel	Artery - Tibial
GTEX-139YR-0626-SM-5IJBT	Blood Vessel	Artery - Aorta
GTEX-1HSMQ-0326-SM-D4P2J	Blood Vessel	Artery - Aorta
GTEX-13CF3-0526-SM-5IJBV	Blood Vessel	Artery - Aorta
GTEX-17HII-0626-SM-7LT9H	Blood Vessel	Artery - Tibial
GTEX-11I78-1026-SM-5HL74	Blood Vessel	Artery - Coronary
GTEX-1HT8W-0526-SM-ACKW9	Blood Vessel	Artery - Tibial
GTEX-1IDJE-1026-SM-ADEIE	Blood Vessel	Artery - Aorta
GTEX-1I1GP-0226-SM-CYPSC	Blood Vessel	Artery - Tibial
GTEX-TSE9-0426-SM-3DB81	Blood Vessel	Artery - Tibial
GTEX-1R46S-1026-SM-E8VN3	Blood Vessel	Artery - Coronary
GTEX-WYBS-0426-SM-3NM9M	Blood Vessel	Artery - Tibial
GTEX-16AAH-1926-SM-7LG4C	Blood Vessel	Artery - Tibial
GTEX-1B8L1-2826-SM-793D2	Blood Vessel	Artery - Tibial
GTEX-QEG5-1226-SM-447AR	Blood Vessel	Artery - Aorta
GTEX-14PJ3-0226-SM-6EU37	Blood Vessel	Artery - Aorta
GTEX-1B996-0626-SM-79OJP	Blood Vessel	Artery - Tibial
GTEX-1GN2E-1126-SM-9MQK9	Blood Vessel	Artery - Aorta
GTEX-15CHQ-1626-SM-6LLJR	Blood Vessel	Artery - Coronary
GTEX-1CAMR-2126-SM-7PBYX	Blood Vessel	Artery - Tibial
GTEX-1S831-0526-SM-EYYWO	Blood Vessel	Artery - Tibial
GTEX-14E6C-1126-SM-62LDM	Blood Vessel	Artery - Tibial
GTEX-Y3I4-0326-SM-4TT28	Blood Vessel	Artery - Aorta
GTEX-ZYFG-0126-SM-5GIDH	Blood Vessel	Artery - Coronary
GTEX-QVUS-0426-SM-48FE3	Blood Vessel	Artery - Aorta
GTEX-1K2DA-2326-SM-CGQGN	Blood Vessel	Artery - Tibial
GTEX-ZAB5-2726-SM-5J2NH	Blood Vessel	Artery - Coronary
GTEX-15FZZ-0426-SM-6PANM	Blood Vessel	Artery - Aorta
GTEX-X4EP-0826-SM-3P5YK	Blood Vessel	Artery - Tibial
GTEX-14A6H-2726-SM-5QGPL	Blood Vessel	Artery - Tibial
GTEX-UPK5-0126-SM-3GADM	Blood Vessel	Artery - Coronary
GTEX-1H11D-0526-SM-ACKX6	Blood Vessel	Artery - Tibial
GTEX-13111-2126-SM-5LZU2	Blood Vessel	Artery - Tibial
GTEX-1LSNM-2126-SM-E6CIK	Blood Vessel	Artery - Tibial
GTEX-1R9PN-0226-SM-DTX84	Blood Vessel	Artery - Aorta
GTEX-1RAZA-1126-SM-E8VMV	Blood Vessel	Artery - Aorta
GTEX-ZLFU-2426-SM-DO92Q	Blood Vessel	Artery - Tibial
GTEX-S7PM-0426-SM-3NM91	Blood Vessel	Artery - Tibial
GTEX-RN64-0726-SM-48FCV	Blood Vessel	Artery - Coronary
GTEX-OIZF-1826-SM-2YUNO	Blood Vessel	Artery - Tibial
GTEX-1HSMQ-1626-SM-CGQFY	Blood Vessel	Artery - Tibial
GTEX-ZYVF-0826-SM-5E447	Blood Vessel	Artery - Tibial
GTEX-1BAJH-1226-SM-7SB7A	Blood Vessel	Artery - Coronary
GTEX-1PPH8-0526-SM-E9J2J	Blood Vessel	Artery - Tibial
GTEX-1GMR2-1126-SM-7RHI6	Blood Vessel	Artery - Aorta
GTEX-OHPM-1826-SM-2YUNF	Blood Vessel	Artery - Tibial
GTEX-T6MN-1126-SM-4DM71	Blood Vessel	Artery - Aorta
GTEX-11DXZ-0526-SM-5GU7J	Blood Vessel	Artery - Coronary
GTEX-1AYCT-0626-SM-7EPI5	Blood Vessel	Artery - Coronary
GTEX-13OW8-1826-SM-5L3H1	Blood Vessel	Artery - Aorta
GTEX-XGQ4-0626-SM-4AT56	Blood Vessel	Artery - Coronary
GTEX-1EKGG-0326-SM-9WYTG	Blood Vessel	Artery - Tibial
GTEX-1GN73-2226-SM-9YFLF	Blood Vessel	Artery - Aorta
GTEX-13W3W-0226-SM-731ET	Blood Vessel	Artery - Aorta
GTEX-ZDTT-2426-SM-4WKFX	Blood Vessel	Artery - Tibial
GTEX-1F48J-1326-SM-7RHGJ	Blood Vessel	Artery - Aorta
GTEX-13FXS-1126-SM-5IJBB	Blood Vessel	Artery - Coronary
GTEX-15ETS-2426-SM-6PANJ	Blood Vessel	Artery - Tibial
GTEX-14DAQ-0526-SM-793AY	Blood Vessel	Artery - Tibial
GTEX-16XZZ-1426-SM-7KUE3	Blood Vessel	Artery - Aorta
GTEX-1B8SG-0526-SM-73KWP	Blood Vessel	Artery - Tibial
GTEX-1OJC3-0526-SM-E8VMF	Blood Vessel	Artery - Tibial
GTEX-146FQ-0826-SM-5LUAJ	Blood Vessel	Artery - Aorta
GTEX-1C4CL-0126-SM-7IGN5	Blood Vessel	Artery - Tibial
GTEX-NPJ8-0526-SM-3MJHN	Blood Vessel	Artery - Aorta
GTEX-U8XE-1226-SM-4E3HN	Blood Vessel	Artery - Aorta
GTEX-1PIGE-0426-SM-E9J3P	Blood Vessel	Artery - Tibial
GTEX-15UF6-0726-SM-6PALI	Blood Vessel	Artery - Tibial
GTEX-VUSG-0526-SM-4KL22	Blood Vessel	Artery - Aorta
GTEX-15SHW-0626-SM-6PALH	Blood Vessel	Artery - Tibial
GTEX-131XG-2226-SM-5DUXS	Blood Vessel	Artery - Tibial
GTEX-11NV4-0826-SM-5BC4S	Heart	Heart - Atrial Appendage
GTEX-UJMC-0526-SM-3GAE3	Heart	Heart - Left Ventricle
GTEX-ZVZP-0226-SM-5NQ73	Heart	Heart - Left Ventricle
GTEX-13PDP-1326-SM-5K7U9	Heart	Heart - Atrial Appendage
GTEX-R53T-0926-SM-3GADH	Heart	Heart - Left Ventricle
GTEX-ZF3C-1126-SM-57WEG	Heart	Heart - Atrial Appendage
GTEX-XBEC-1326-SM-4AT69	Heart	Heart - Left Ventricle
GTEX-1KANC-0426-SM-CXZK5	Heart	Heart - Left Ventricle
GTEX-1ICG6-0626-SM-ACKWS	Heart	Heart - Left Ventricle
GTEX-1HSMQ-0426-SM-ADEIM	Heart	Heart - Atrial Appendage
GTEX-OXRL-0326-SM-2I3F2	Heart	Heart - Left Ventricle
GTEX-13FH7-0926-SM-5J2MR	Heart	Heart - Left Ventricle
GTEX-WHSE-0826-SM-4SOJU	Heart	Heart - Atrial Appendage
GTEX-12WSA-1126-SM-5EGKU	Heart	Heart - Atrial Appendage
GTEX-1GF9V-1726-SM-9KNW4	Heart	Heart - Atrial Appendage
GTEX-1LH75-0426-SM-E9TJF	Heart	Heart - Left Ventricle
GTEX-1EU9M-1826-SM-7DUGU	Heart	Heart - Left Ventricle
GTEX-WEY5-0426-SM-3GIKT	Heart	Heart - Left Ventricle
GTEX-VJWN-1026-SM-4M1ZN	Heart	Heart - Atrial Appendage
GTEX-15ER7-0826-SM-6PALW	Heart	Heart - Atrial Appendage
GTEX-YFC4-0526-SM-5ZZVI	Heart	Heart - Left Ventricle
GTEX-ZAK1-1126-SM-5PNXU	Heart	Heart - Atrial Appendage
GTEX-1122O-0826-SM-5GICV	Heart	Heart - Left Ventricle
GTEX-111FC-0826-SM-5GZWO	Heart	Heart - Left Ventricle
GTEX-WK11-0826-SM-EZ6LH	Heart	Heart - Left Ventricle
GTEX-1445S-1226-SM-5O9BF	Heart	Heart - Atrial Appendage
GTEX-1B933-0826-SM-79OMW	Heart	Heart - Atrial Appendage
GTEX-ZF29-0226-SM-4WKHO	Heart	Heart - Left Ventricle
GTEX-1PPGY-1126-SM-E76OU	Heart	Heart - Left Ventricle
GTEX-1JJEA-0826-SM-CL53T	Heart	Heart - Left Ventricle
GTEX-1HFI7-0526-SM-A9SMA	Heart	Heart - Atrial Appendage
GTEX-1AX8Z-1126-SM-731CS	Heart	Heart - Atrial Appendage
GTEX-WL46-0926-SM-3LK7T	Heart	Heart - Left Ventricle
GTEX-1F75B-1126-SM-7RHGP	Heart	Heart - Atrial Appendage
GTEX-14PHX-0626-SM-5YY8Z	Heart	Heart - Atrial Appendage
GTEX-14H4A-0426-SM-5ZZWO	Heart	Heart - Atrial Appendage
GTEX-14A6H-0226-SM-5Q5DX	Heart	Heart - Left Ventricle
GTEX-15RJ7-0226-SM-7KUMN	Heart	Heart - Left Ventricle
GTEX-14DAQ-1126-SM-664MT	Heart	Heart - Left Ventricle
GTEX-1HC8U-0626-SM-B2LWB	Heart	Heart - Atrial Appendage
GTEX-ZAB4-0926-SM-5CVN4	Heart	Heart - Atrial Appendage
GTEX-1GMRU-1326-SM-9WYUI	Heart	Heart - Atrial Appendage
GTEX-ZF2S-0826-SM-4WWBI	Heart	Heart - Atrial Appendage
GTEX-13CF2-0226-SM-5L3DV	Heart	Heart - Atrial Appendage
GTEX-1399T-0726-SM-5J1MH	Heart	Heart - Atrial Appendage
GTEX-ZTPG-1326-SM-51MSQ	Heart	Heart - Atrial Appendage
GTEX-YJ8O-0826-SM-5CVM3	Heart	Heart - Atrial Appendage
GTEX-139TU-1926-SM-5J2OC	Heart	Heart - Atrial Appendage
GTEX-13SLX-0926-SM-5S2NM	Heart	Heart - Atrial Appendage
GTEX-W5X1-0826-SM-3GILN	Heart	Heart - Atrial Appendage
GTEX-ZG7Y-0926-SM-5EQ6O	Heart	Heart - Left Ventricle
GTEX-1J1OQ-2226-SM-A96SS	Heart	Heart - Atrial Appendage
GTEX-13NZB-0426-SM-5KM26	Heart	Heart - Atrial Appendage
GTEX-1QP29-1526-SM-EXUSY	Heart	Heart - Left Ventricle
GTEX-15RIE-1726-SM-7KUMU	Heart	Heart - Left Ventricle
GTEX-1GN1W-0326-SM-9JGHF	Heart	Heart - Left Ventricle
GTEX-1GMRU-1526-SM-9WYT5	Heart	Heart - Left Ventricle
GTEX-148VJ-1526-SM-5Q5DU	Heart	Heart - Left Ventricle
GTEX-1B8L1-0526-SM-79ONX	Heart	Heart - Left Ventricle
GTEX-13RTJ-0526-SM-62LDP	Heart	Heart - Atrial Appendage
GTEX-ZDYS-0326-SM-5HL4W	Heart	Heart - Atrial Appendage
GTEX-132AR-1926-SM-5EGK5	Heart	Heart - Atrial Appendage
GTEX-1QCLZ-0926-SM-E6CQZ	Heart	Heart - Left Ventricle
GTEX-1B8SF-1326-SM-7IGQJ	Heart	Heart - Atrial Appendage
GTEX-Q2AH-0526-SM-2I3ED	Heart	Heart - Left Ventricle
GTEX-132Q8-1126-SM-5K7XS	Heart	Heart - Atrial Appendage
GTEX-13W3W-0426-SM-5SI9D	Heart	Heart - Left Ventricle
GTEX-14BIL-1126-SM-79OMC	Heart	Heart - Left Ventricle
GTEX-17HII-1326-SM-7IGOB	Heart	Heart - Left Ventricle
GTEX-1HCU7-1226-SM-B2LX8	Heart	Heart - Atrial Appendage
GTEX-1H1ZS-1126-SM-9MQLJ	Heart	Heart - Left Ventricle
GTEX-ZYFG-0426-SM-5E43M	Heart	Heart - Left Ventricle
GTEX-13FHP-1026-SM-5K7Y2	Heart	Heart - Left Ventricle
GTEX-WHPG-0826-SM-3NMBF	Heart	Heart - Left Ventricle
GTEX-1R9PO-0326-SM-DTXA1	Heart	Heart - Left Ventricle
GTEX-1MJIX-0426-SM-DTXEN	Heart	Heart - Atrial Appendage
GTEX-1QP29-1426-SM-DTX9Q	Heart	Heart - Atrial Appendage
GTEX-Y8E4-0426-SM-4V6GB	Heart	Heart - Atrial Appendage
GTEX-R55C-0326-SM-3GAF1	Heart	Heart - Left Ventricle
GTEX-1LB8K-0926-SM-D4P42	Heart	Heart - Atrial Appendage
GTEX-1IDJH-1126-SM-COH3R	Heart	Heart - Atrial Appendage
GTEX-12WSN-5001-SM-7DHMK	Heart	Heart - Left Ventricle
GTEX-1I1GP-0826-SM-A96SD	Heart	Heart - Left Ventricle
GTEX-13FLV-0926-SM-5L3DZ	Heart	Heart - Left Ventricle
GTEX-ZDTT-0326-SM-4WKF9	Heart	Heart - Atrial Appendage
GTEX-13112-0426-SM-5PNVC	Heart	Heart - Left Ventricle
GTEX-13O1R-0926-SM-5L3DS	Heart	Heart - Atrial Appendage
GTEX-13PVR-0926-SM-5S2RB	Heart	Heart - Atrial Appendage
